ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,equityOnTotalAsset,equityOnLiability,epsChange,bookValuePerShareChange
MIM,1,2015,-6.8,0.5,-0.064,-0.023,-628,9390.0,0.319,0.5,-17.766,-0.117
MIM,4,2014,,,0.004,0.001,37,10635.0,0.371,0.6,-1.036,0.091
MIM,3,2014,,,-0.1,-0.039,-1037,9751.0,0.358,0.6,-0.274,-0.032
MIM,2,2014,,,-0.131,-0.054,-1428,10069.0,0.38,0.6,-0.23,-0.026
MIM,1,2014,,,-0.163,-0.071,-1856,10342.0,0.406,0.7,-0.145,-0.04
MIM,4,2013,,,-0.183,-0.082,-2169,10774.0,0.437,0.8,0.588,-0.017
MIM,3,2013,,,-0.117,-0.051,-1366,10964.0,0.433,0.8,1.127,-0.061
MIM,2,2013,,,-0.054,-0.024,-642,11674.0,0.446,0.8,-3.353,-0.057
MIM,1,2013,,,0.022,0.01,273,12375.0,0.46,0.9,4.727,-0.043
NBC,4,2020,4.7,0.5,0.1,0.013,1252,12805.0,0.133,0.2,4.017,0.086
NBC,3,2020,19.9,0.4,0.021,0.003,249,11786.0,0.115,0.1,-1.071,0.54
NBC,2,2020,-1.5,0.7,-0.36,-0.038,-3519,7653.0,0.079,0.1,-6.172,-0.384
NBC,1,2020,7.0,0.4,0.052,0.007,680,12422.0,0.127,0.1,-0.163,0.012
NBC,4,2019,7.0,0.5,0.064,0.009,812,12269.0,0.126,0.1,-0.555,0.001
NBC,3,2019,2.8,0.4,0.151,0.022,1825,12253.0,0.141,0.2,0.062,0.031
NBC,2,2019,3.1,0.5,0.146,0.02,1718,11888.0,0.134,0.2,-0.092,-0.125
NBC,1,2019,2.8,0.4,0.141,0.023,1892,13579.0,0.155,0.2,0.003,0.049
NBC,4,2018,2.7,0.4,0.147,0.024,1887,12939.0,0.153,0.2,-0.218,0.086
NBC,3,2018,1.9,0.4,0.209,0.032,2414,11909.0,0.144,0.2,0.04,0.022
NBC,2,2018,2.0,0.4,0.204,0.033,2321,11651.0,0.147,0.2,0.077,-0.115
NBC,1,2018,2.1,0.3,0.174,0.032,2156,13173.0,0.168,0.2,0.005,0.03
NBC,4,2017,2.3,0.4,0.183,0.034,2146,12790.0,0.174,0.2,1.039,0.139
NBC,3,2017,4.0,0.4,0.095,0.018,1052,11234.0,0.161,0.2,0.098,0.015
NBC,2,2017,3.7,0.3,0.088,0.017,958,11068.0,0.174,0.2,-0.047,-0.042
NBC,1,2017,3.8,0.3,0.091,0.02,1005,11553.0,0.203,0.3,0.012,0.089
NBC,4,2016,4.2,0.4,0.095,0.022,993,10613.0,0.207,0.3,-0.197,-0.024
NBC,3,2016,2.8,0.3,0.115,0.028,1238,10878.0,0.232,0.3,0.03,0.007
NBC,2,2016,3.0,0.3,0.112,0.027,1201,10806.0,0.232,0.3,0.047,0.03
NBC,1,2016,3.5,0.4,0.11,0.029,1148,10495.0,0.239,0.3,-0.043,0.017
NBC,4,2015,3.0,0.3,0.114,0.034,1199,10321.0,0.258,0.3,-0.375,-0.027
NBC,3,2015,2.1,0.4,0.193,0.048,1917,10603.0,0.257,0.3,-0.055,0.003
NBC,2,2015,2.5,0.5,0.206,0.054,2030,10569.0,0.258,0.3,-0.117,0.025
NBC,1,2015,2.4,0.5,0.242,0.065,2298,10311.0,0.288,0.4,-0.008,-0.039
NBC,4,2014,,,0.225,0.075,2316,10728.0,0.343,0.5,-0.101,0.153
NBC,3,2014,,,0.311,0.075,2576,9302.0,0.237,0.3,0.021,0.013
NBC,2,2014,,,0.308,0.076,2524,9179.0,0.265,0.4,0.354,0.061
NBC,1,2014,,,0.233,0.055,1864,8654.0,0.245,0.3,0.009,-0.12
NBC,4,2013,,,0.209,0.063,1848,9836.0,0.319,0.5,47.498,0.349
NBC,3,2013,,,0.005,0.001,38,7289.0,0.244,0.3,-0.852,0.013
NBC,2,2013,,,0.035,0.008,257,7195.0,0.226,0.3,-0.714,-0.018
NBC,1,2013,,,0.124,0.03,899,7329.0,0.227,0.3,-0.185,-0.068
NDN,4,2020,3.4,1.1,0.399,0.148,4542,13582.0,0.438,0.8,0.222,0.076
NDN,3,2020,3.5,1.0,0.344,0.119,3716,12624.0,0.388,0.7,1.466,0.231
NDN,2,2020,6.3,0.9,0.158,0.048,1506,10259.0,0.312,0.5,0.879,0.114
NDN,1,2020,8.9,0.8,0.093,0.027,802,9205.0,0.303,0.5,-0.174,0.001
NDN,4,2019,10.9,1.1,0.114,0.036,970,9195.0,0.301,0.4,0.051,0.025
NDN,3,2019,11.1,1.1,0.107,0.037,923,8970.0,0.299,0.4,-0.225,0.018
NDN,2,2019,8.3,1.1,0.143,0.051,1192,8808.0,0.295,0.4,0.078,0.097
NDN,1,2019,6.9,0.9,0.139,0.054,1105,8029.0,0.283,0.4,-0.131,0.029
NDN,4,2018,5.3,0.9,0.165,0.074,1273,7800.0,0.329,0.5,-0.228,-0.061
NDN,3,2018,5.0,1.0,0.213,0.108,1649,8310.0,0.411,0.7,0.084,0.059
NDN,2,2018,4.6,0.9,0.208,0.117,1522,7843.0,0.451,0.9,0.045,0.002
NDN,1,2018,5.7,1.1,0.196,0.139,1456,7831.0,0.623,1.8,0.181,0.027
NDN,4,2017,4.0,0.6,0.169,0.123,1232,7627.0,0.704,2.6,0.225,0.067
NDN,3,2017,3.9,0.5,0.143,0.106,1006,7146.0,0.7,2.4,0.244,0.052
NDN,2,2017,5.0,0.6,0.119,0.092,809,6790.0,0.78,4.0,0.082,-0.032
NDN,1,2017,4.8,0.5,0.109,0.09,748,7017.0,0.832,5.8,0.229,0.011
NDN,4,2016,5.7,0.5,0.097,0.075,608,6943.0,0.749,3.3,0.307,0.001
NDN,3,2016,7.2,0.5,0.075,0.06,465,6933.0,0.79,4.2,-0.239,0.023
NDN,2,2016,5.9,0.5,0.102,0.076,611,6776.0,0.761,3.5,-0.139,0.011
NDN,1,2016,5.6,0.6,0.143,0.099,711,6705.0,0.82,4.7,-0.155,0.191
NDN,4,2015,5.3,0.8,0.191,0.123,841,5628.0,0.806,4.3,-0.123,0.015
NDN,3,2015,5.3,0.9,0.238,0.14,959,5545.0,0.821,4.6,-0.031,0.058
NDN,2,2015,5.4,1.0,0.266,0.134,990,5238.0,0.725,2.7,0.131,0.637
NDN,1,2015,5.3,1.5,0.334,0.13,875,3200.0,0.518,1.1,0.189,0.015
NDN,4,2014,,,0.285,0.107,736,3151.0,0.471,0.9,0.405,0.259
NDN,3,2014,,,0.233,0.076,524,2502.0,0.36,0.6,0.591,0.155
NDN,2,2014,,,0.164,0.044,329,2166.0,0.288,0.4,0.198,0.078
NDN,1,2014,,,0.146,0.037,274,2009.0,0.276,0.4,0.028,0.008
NDN,4,2013,,,0.144,0.036,267,1992.0,0.28,0.4,-0.005,0.017
NDN,3,2013,,,0.143,0.037,268,1958.0,0.283,0.4,0.762,0.072
NDN,2,2013,,,0.085,0.021,152,1827.0,0.246,0.3,0.704,0.048
NDN,1,2013,,,0.051,0.012,89,1744.0,0.225,0.3,-0.096,0.005
NET,4,2020,9.2,3.2,0.383,0.21,5956,17283.0,0.556,1.3,0.017,0.083
NET,3,2020,9.0,3.3,0.394,0.212,5858,15956.0,0.515,1.1,0.091,-0.052
NET,2,2020,7.9,2.5,0.344,0.184,5371,16833.0,0.555,1.2,0.23,0.104
NET,1,2020,6.9,2.0,0.303,0.158,4367,15244.0,0.532,1.1,0.206,0.104
NET,4,2019,11.2,2.9,0.271,0.137,3621,13808.0,0.537,1.2,0.173,0.004
NET,3,2019,10.1,2.3,0.232,0.118,3087,13754.0,0.569,1.3,0.096,-0.046
NET,2,2019,8.5,1.7,0.2,0.103,2817,14418.0,0.516,1.1,0.08,0.059
NET,1,2019,8.8,1.7,0.195,0.096,2609,13610.0,0.512,1.0,0.033,0.054
NET,4,2018,8.8,1.7,0.198,0.093,2525,12918.0,0.475,0.9,0.098,0.003
NET,3,2018,9.4,1.7,0.176,0.085,2300,12875.0,0.459,0.8,-0.015,-0.068
NET,2,2018,8.1,1.4,0.169,0.09,2335,13811.0,0.514,1.1,-0.028,0.049
NET,1,2018,7.8,1.4,0.181,0.09,2402,13163.0,0.477,0.9,-0.087,0.05
NET,4,2017,7.7,1.6,0.21,0.103,2631,12531.0,0.463,0.9,-0.075,-0.051
NET,3,2017,7.1,1.5,0.214,0.126,2845,13203.0,0.509,1.0,-0.117,-0.05
NET,2,2017,7.4,1.7,0.245,0.144,3224,13901.0,0.554,1.2,-0.13,0.044
NET,1,2017,6.1,1.7,0.277,0.17,3706,13318.0,0.517,1.1,-0.003,0.062
NET,4,2016,6.6,2.0,0.296,0.182,3717,12537.0,0.518,1.1,-0.1,-0.061
NET,3,2016,6.9,2.1,0.33,0.236,4129,13353.0,0.701,2.3,0.008,0.079
NET,2,2016,6.8,2.3,0.355,0.239,4098,12373.0,0.631,1.7,0.041,-0.08
NET,1,2016,5.0,1.5,0.32,0.237,3936,13455.0,0.756,3.1,0.022,0.069
NET,4,2015,4.5,1.4,0.336,0.252,3853,12590.0,0.758,3.1,0.124,0.081
NET,3,2015,4.3,1.3,0.32,0.232,3427,11649.0,0.73,2.7,0.231,0.089
NET,2,2015,4.6,1.2,0.276,0.197,2784,10700.0,0.726,2.6,0.221,-0.037
NET,1,2015,5.0,1.0,0.218,0.153,2281,11115.0,0.719,2.6,0.111,0.075
NET,4,2014,,,0.208,0.144,2052,10339.0,0.737,2.8,0.235,0.056
NET,3,2014,,,0.175,0.128,1661,9792.0,0.723,2.6,-0.207,0.032
NET,2,2014,,,0.233,0.165,2093,9486.0,0.702,2.4,-0.126,-0.036
NET,1,2014,,,0.254,0.183,2396,9837.0,0.688,2.2,-0.054,0.052
NET,4,2013,,,0.285,0.19,2533,9352.0,0.65,1.9,-0.194,0.015
NET,3,2013,,,0.372,0.275,3143,9214.0,0.744,2.9,0.107,0.087
NET,2,2013,,,0.361,0.254,2840,8475.0,0.713,2.5,0.121,-0.064
NET,1,2013,,,0.288,0.214,2533,9058.0,0.766,3.3,0.012,0.077
NTP,4,2020,8.8,1.5,0.173,0.106,3451,19982.0,0.665,2.0,-0.006,-0.035
NTP,3,2020,7.6,1.3,0.175,0.104,3472,20704.0,0.647,1.8,0.141,0.054
NTP,2,2020,8.4,1.3,0.16,0.089,3043,19640.0,0.577,1.4,-0.045,0.0
NTP,1,2020,5.6,0.9,0.17,0.094,3187,19640.0,0.603,1.5,-0.082,-0.099
NTP,4,2019,6.6,1.1,0.17,0.087,3472,21795.0,0.565,1.3,-0.004,0.043
NTP,3,2019,7.2,1.2,0.178,0.092,3486,20896.0,0.551,1.2,0.025,0.034
NTP,2,2019,6.3,1.1,0.18,0.09,3401,20212.0,0.536,1.2,0.104,0.024
NTP,1,2019,7.8,1.2,0.163,0.084,3079,19730.0,0.514,1.1,0.094,0.032
NTP,4,2018,9.1,1.3,0.153,0.073,2814,19122.0,0.468,0.9,-0.057,0.051
NTP,3,2018,10.4,1.7,0.166,0.082,2983,18201.0,0.478,0.9,-0.202,0.035
NTP,2,2018,7.8,1.7,0.22,0.107,3736,17588.0,0.465,0.9,0.002,-0.026
NTP,1,2018,10.2,2.1,0.217,0.113,3728,18050.0,0.516,1.1,-0.108,0.019
NTP,4,2017,10.2,2.4,0.251,0.128,4181,17708.0,0.489,1.0,0.034,-0.003
NTP,3,2017,10.6,2.4,0.243,0.13,4042,17757.0,0.506,1.0,0.182,0.082
NTP,2,2017,11.7,2.4,0.219,0.118,3421,16408.0,0.515,1.1,-0.012,0.004
NTP,1,2017,11.1,2.4,0.229,0.121,3463,16349.0,0.527,1.1,0.026,0.05
NTP,4,2016,11.3,2.5,0.224,0.119,3375,15564.0,0.535,1.1,0.02,0.0
NTP,3,2016,12.6,2.7,0.226,0.125,3308,15566.0,0.574,1.3,0.005,0.049
NTP,2,2016,9.7,2.1,0.236,0.134,3291,14835.0,0.57,1.3,0.023,0.07
NTP,1,2016,8.3,1.9,0.244,0.134,3218,13867.0,0.528,1.1,0.034,-0.05
NTP,4,2015,7.5,1.6,0.23,0.126,3111,14598.0,0.529,1.1,0.043,0.064
NTP,3,2015,5.9,1.3,0.235,0.13,2984,13717.0,0.529,1.1,0.057,0.055
NTP,2,2015,6.2,1.3,0.235,0.138,2824,13002.0,0.563,1.3,0.027,0.036
NTP,1,2015,6.3,1.4,0.234,0.146,2750,12551.0,0.579,1.4,0.011,0.009
NTP,4,2014,,,0.238,0.146,2721,12444.0,0.568,1.3,0.056,0.069
NTP,3,2014,,,0.235,0.148,2577,11636.0,0.581,1.4,0.054,0.051
NTP,2,2014,,,0.233,0.147,2444,11069.0,0.624,1.7,-0.013,0.009
NTP,1,2014,,,0.236,0.165,2476,10971.0,0.68,2.1,0.007,0.054
NTP,4,2013,,,0.247,0.167,2458,10408.0,0.677,2.1,-0.071,0.007
NTP,3,2013,,,0.273,0.183,2646,10337.0,0.694,2.3,-0.033,0.041
NTP,2,2013,,,0.297,0.19,2736,9930.0,0.637,1.8,0.08,-0.007
NTP,1,2013,,,0.276,0.189,2532,10001.0,0.724,2.6,0.018,0.054
NVB,4,2020,3669.8,1.0,0.0,0.0,2,7655.0,0.048,0.0,-0.973,-0.005
NVB,3,2020,89.4,0.9,0.011,0.001,81,7691.0,0.058,0.1,0.005,0.001
NVB,2,2020,83.9,0.9,0.011,0.001,80,7686.0,0.06,0.1,0.013,-0.009
NVB,1,2020,79.0,0.8,0.012,0.001,79,7756.0,0.061,0.1,-0.247,-0.267
NVB,4,2019,88.6,0.9,0.011,0.001,106,10586.0,0.054,0.1,-0.03,0.006
NVB,3,2019,76.9,0.8,0.012,0.001,109,10527.0,0.06,0.1,0.03,0.001
NVB,2,2019,75.4,0.8,0.012,0.001,106,10521.0,0.061,0.1,0.104,0.32
NVB,1,2019,93.6,1.1,0.012,0.001,96,7972.0,0.047,0.0,-0.003,0.002
NVB,4,2018,98.5,1.2,0.012,0.001,96,7954.0,0.045,0.0,0.388,0.008
NVB,3,2018,132.4,1.2,0.009,0.0,69,7891.0,0.046,0.0,-0.007,0.0
NVB,2,2018,108.6,1.0,0.009,0.0,69,7888.0,0.044,0.0,0.216,-0.006
NVB,1,2018,172.1,1.2,0.007,0.0,57,7937.0,0.045,0.0,0.066,0.003
NVB,4,2017,133.4,0.9,0.007,0.0,53,7910.0,0.045,0.0,0.693,0.005
NVB,3,2017,222.8,0.9,0.004,0.0,31,7875.0,0.05,0.1,0.093,0.0
NVB,2,2017,247.0,0.9,0.004,0.0,29,7871.0,0.051,0.1,-0.142,-0.011
NVB,1,2017,135.5,0.6,0.004,0.0,33,7958.0,0.048,0.0,0.044,0.002
NVB,4,2016,147.5,0.6,0.004,0.0,32,7941.0,0.047,0.0,-0.171,0.002
NVB,3,2016,147.8,0.7,0.005,0.0,39,7927.0,0.056,0.1,-0.017,0.0
NVB,2,2016,140.2,0.7,0.005,0.0,39,7926.0,0.055,0.1,4.248,0.0
NVB,1,2016,748.8,0.7,0.001,0.0,7,7930.0,0.067,0.1,-0.689,0.002
NVB,4,2015,269.6,0.8,0.003,0.0,24,7917.0,0.067,0.1,-43.803,0.002
NVB,3,2015,-11715.7,0.8,0.0,0.0,0,7898.0,0.082,0.1,-1.039,0.0
NVB,2,2015,469.9,0.9,0.002,0.0,14,7897.0,0.08,0.1,-0.712,-0.004
NVB,1,2015,125.5,0.8,0.006,0.001,51,7933.0,0.088,0.1,1.733,0.005
NVB,4,2014,,,0.002,0.0,18,7895.0,0.087,0.1,-0.673,-0.002
NVB,3,2014,,,0.007,0.001,57,7910.0,0.095,0.1,0.233,0.004
NVB,2,2014,,,0.006,0.001,46,7881.0,0.091,0.1,-18.769,0.0
NVB,1,2014,,,0.0,0.0,-2,7880.0,0.101,0.1,-1.058,-0.003
NVB,4,2013,,,0.006,0.001,45,7908.0,0.11,0.1,-1.149,0.006
NVB,3,2013,,,-0.038,-0.005,-301,7863.0,0.13,0.1,0.035,0.004
NVB,2,2013,,,-0.037,-0.005,-291,7834.0,0.136,0.2,1.148,-0.006
NVB,1,2013,,,-0.017,-0.002,-135,7882.0,0.143,0.2,0.884,0.007
PGI,4,2020,10.5,1.2,0.116,0.029,1582,13343.0,0.242,0.3,-0.073,-0.032
PGI,3,2020,8.0,1.0,0.125,0.032,1707,13790.0,0.248,0.3,-0.036,0.018
PGI,2,2020,7.1,0.9,0.133,0.033,1771,13544.0,0.241,0.3,0.146,0.026
PGI,1,2020,6.9,0.8,0.119,0.03,1546,13204.0,0.245,0.3,-0.189,-0.24
PGI,4,2019,9.0,1.0,0.112,0.03,1906,17369.0,0.264,0.4,0.114,0.033
PGI,3,2019,8.7,0.9,0.103,0.027,1710,16806.0,0.26,0.4,0.018,0.026
PGI,2,2019,8.9,0.9,0.104,0.027,1680,16385.0,0.257,0.3,0.019,0.022
PGI,1,2019,8.8,0.9,0.104,0.028,1648,16039.0,0.254,0.3,0.033,-0.045
PGI,4,2018,9.3,0.9,0.096,0.027,1596,16792.0,0.278,0.4,0.049,0.025
PGI,3,2018,9.7,0.9,0.093,0.027,1521,16389.0,0.272,0.4,0.105,0.022
PGI,2,2018,10.8,0.9,0.105,0.026,1377,16033.0,0.27,0.4,-0.06,0.019
PGI,1,2018,10.5,1.0,0.114,0.028,1465,15740.0,0.279,0.4,0.021,-0.049
PGI,4,2017,12.2,1.1,0.107,0.027,1435,16545.0,0.293,0.4,0.077,0.02
PGI,3,2017,11.9,1.0,0.101,0.026,1332,16224.0,0.301,0.4,-0.026,0.606
PGI,2,2017,11.5,1.6,0.137,0.03,1368,10103.0,0.21,0.3,0.065,0.024
PGI,1,2017,14.4,1.9,0.134,0.029,1285,9870.0,0.208,0.3,0.068,-0.043
PGI,4,2016,14.0,1.6,0.125,0.027,1204,10317.0,0.213,0.3,-0.001,0.022
PGI,3,2016,14.4,1.7,0.123,0.027,1205,10092.0,0.214,0.3,0.033,0.025
PGI,2,2016,10.6,1.3,0.122,0.027,1167,9844.0,0.222,0.3,0.105,0.059
PGI,1,2016,11.6,1.3,0.112,0.025,1056,9300.0,0.221,0.3,0.007,0.031
PGI,4,2015,12.2,1.4,0.112,0.025,1049,9016.0,0.215,0.3,-0.051,-0.058
PGI,3,2015,9.5,1.1,0.117,0.027,1105,9572.0,0.23,0.3,-0.013,0.022
PGI,2,2015,8.3,1.0,0.121,0.027,1120,9362.0,0.222,0.3,0.091,-0.017
PGI,1,2015,7.3,0.8,,0.027,1026,9528.0,0.226,0.3,0.036,-0.012
PGI,4,2014,,,0.105,0.029,991,9646.0,0.235,0.3,-0.1,0.033
PGI,3,2014,,,0.121,0.033,1101,9335.0,0.236,0.3,-0.07,0.025
PGI,2,2014,,,,0.036,1185,9110.0,0.231,0.3,-0.356,
PGI,1,2014,,,,0.063,1841,,,0.4,1.504,
PGI,4,2013,,,,0.029,735,9295.0,0.343,0.5,0.26,0.044
PGI,3,2013,,,,0.023,583,8901.0,0.318,0.5,0.059,
PGI,2,2013,,,,0.022,550,,,0.5,-22.519,
PGI,1,2013,,,,-0.001,-25,,,0.5,-1.023,
PHH,4,2020,7.6,0.8,0.112,0.029,1323,12611.0,0.303,0.8,-0.182,0.038
PHH,3,2020,4.9,0.7,0.144,0.03,1618,12145.0,0.237,0.5,0.281,0.043
PHH,2,2020,7.1,0.8,0.116,0.021,1263,11644.0,0.211,0.5,0.621,0.026
PHH,1,2020,10.6,0.7,0.072,0.013,779,11349.0,0.217,0.5,0.252,0.024
PHH,4,2019,11.7,0.7,0.055,0.011,622,11080.0,0.228,0.5,-2.569,0.076
PHH,3,2019,-23.4,0.9,-0.036,-0.007,-397,10294.0,0.181,0.4,-0.526,0.021
PHH,2,2019,-14.2,1.2,-0.075,-0.014,-837,10086.0,0.16,0.3,-0.345,-0.018
PHH,1,2019,-9.8,1.2,-0.109,-0.021,-1278,10276.0,0.151,0.3,0.011,-0.119
PHH,4,2018,-9.3,1.0,-0.104,-0.021,-1264,11666.0,0.173,0.3,-0.227,-0.032
PHH,3,2018,-5.3,0.7,-0.129,-0.033,-1635,12053.0,0.205,0.4,0.138,-0.015
PHH,2,2018,-6.2,0.7,-0.113,-0.03,-1437,12236.0,0.22,0.4,0.275,-0.074
PHH,1,2018,-9.4,0.8,-0.081,-0.024,-1127,13213.0,0.241,0.5,0.072,0.048
PHH,4,2017,-10.8,0.9,-0.076,-0.022,-1051,12604.0,0.234,0.5,2.965,-0.046
PHH,3,2017,-53.6,1.1,-0.019,-0.006,-265,13212.0,0.325,0.8,1.707,-0.002
PHH,2,2017,-159.3,1.2,-0.007,-0.002,-97,13239.0,0.321,0.8,-1.112,-0.092
PHH,2,2015,46.7,0.4,0.009,0.002,128,13770.0,0.195,0.3,-0.278,0.388
PHH,1,2015,34.9,0.6,0.013,0.004,177,9923.0,0.195,0.4,-0.112,-0.056
PHH,4,2014,,,0.014,0.004,200,10509.0,0.222,0.5,-0.011,0.059
PHH,3,2014,,,0.015,0.004,202,9925.0,0.228,0.5,0.569,0.009
PHH,2,2014,,,0.009,0.003,129,9838.0,0.229,0.5,0.338,-0.023
PHH,1,2014,,,0.007,0.002,96,10067.0,0.23,0.5,0.158,-0.062
PHH,4,2013,,,0.006,0.002,83,10729.0,0.24,0.5,0.034,0.062
PHH,3,2013,,,0.006,0.002,80,10103.0,0.203,0.4,-0.686,-0.019
PHH,2,2013,,,0.018,0.005,256,10303.0,0.224,0.5,-0.305,-0.017
PHH,1,2013,,,0.026,0.008,368,10480.0,0.248,0.6,-0.47,-0.078
PJC,4,2020,10.0,1.4,0.145,0.068,2337,16959.0,0.539,1.2,-0.026,0.046
PJC,3,2020,8.9,1.3,0.158,0.069,2399,16220.0,0.502,1.0,0.059,0.054
PJC,2,2020,10.1,1.5,0.157,0.064,2265,15395.0,0.441,0.8,-0.176,-0.015
PJC,1,2020,8.4,1.5,0.196,0.072,2748,15624.0,0.401,0.7,-0.128,0.021
PJC,4,2019,8.1,1.7,0.212,0.084,3151,15303.0,0.406,0.7,0.013,0.086
PJC,3,2019,8.2,1.8,0.224,0.093,3112,14087.0,0.375,0.6,-0.02,0.052
PJC,2,2019,8.3,2.0,0.241,0.098,3176,13397.0,0.373,0.6,0.044,0.075
PJC,1,2019,8.2,2.0,0.225,0.093,3042,12460.0,0.336,0.5,0.001,-0.137
PJC,4,2018,8.9,1.9,0.215,0.09,3038,14440.0,0.387,0.6,0.053,0.056
PJC,3,2018,11.0,2.3,0.215,0.103,2886,13679.0,0.464,0.9,0.031,0.058
PJC,2,2018,14.3,3.1,0.22,0.106,2799,12924.0,0.452,0.8,-0.01,-0.112
PJC,1,2018,9.8,1.9,0.215,0.107,2827,14547.0,0.509,1.0,0.019,0.052
PJC,4,2017,6.7,1.3,0.204,0.099,2773,13828.0,0.458,0.8,-0.054,0.046
PJC,3,2017,6.1,1.3,0.228,0.113,2933,13219.0,0.494,1.0,0.058,0.053
PJC,2,2017,5.6,1.2,0.226,0.119,2773,12551.0,0.516,1.1,0.053,0.071
PJC,1,2017,5.6,1.3,0.219,0.114,2634,11720.0,0.48,0.9,0.054,-0.119
PJC,4,2016,3.5,0.7,0.199,0.102,2500,13307.0,0.515,1.1,0.099,0.061
PJC,3,2016,3.9,0.7,0.191,0.095,2274,12538.0,0.498,1.0,0.119,0.042
PJC,2,2016,3.7,0.6,0.177,0.094,2032,12030.0,0.536,1.2,0.0,-0.023
PJC,1,2016,3.6,0.6,0.18,0.096,2033,12316.0,0.563,1.3,0.101,0.045
PJC,4,2015,3.8,0.6,0.163,0.086,1845,11786.0,0.513,1.1,0.094,0.048
PJC,3,2015,3.6,0.5,0.156,0.081,1687,11242.0,0.496,1.0,-0.01,0.024
PJC,2,2015,3.5,0.5,0.161,0.085,1704,10977.0,0.529,1.1,0.452,0.067
PJC,1,2015,4.8,0.6,0.116,0.06,1173,10283.0,0.505,1.0,0.059,-0.048
PJC,4,2014,,,0.104,0.057,1108,10803.0,0.546,1.2,-0.135,0.037
PJC,3,2014,,,0.126,0.068,1281,10418.0,0.555,1.2,0.073,0.028
PJC,2,2014,,,0.12,0.061,1194,10135.0,0.521,1.1,-0.013,0.016
PJC,1,2014,,,0.119,0.062,1209,9972.0,0.527,1.1,0.11,-0.045
PJC,4,2013,,,0.106,0.056,1089,10443.0,0.547,1.2,0.285,0.056
PJC,3,2013,,,0.087,0.042,847,9885.0,0.518,1.1,-0.17,0.02
PJC,2,2013,,,0.107,0.054,1021,9690.0,0.498,1.0,-0.226,-0.06
PJC,1,2013,,,0.132,0.068,1319,10305.0,0.519,1.1,-0.117,0.015
PJT,4,2020,7.8,0.9,0.12,0.051,1167,9776.0,0.452,0.8,-0.168,0.019
PJT,3,2020,5.8,0.9,0.149,0.055,1403,9597.0,0.421,0.7,0.065,0.047
PJT,2,2020,6.0,0.9,0.146,0.066,1317,9163.0,0.386,0.6,-0.041,-0.075
PJT,1,2020,5.2,0.7,0.139,0.069,1373,9906.0,0.422,0.7,-0.056,0.027
PJT,4,2019,6.0,0.9,0.152,0.071,1455,9647.0,0.402,0.7,0.072,0.045
PJT,3,2019,6.7,1.0,0.148,0.058,1357,9232.0,0.323,0.5,0.003,0.039
PJT,2,2019,7.1,1.1,0.153,0.079,1353,8884.0,0.544,1.2,-0.138,-0.094
PJT,1,2019,5.6,0.9,0.163,0.091,1569,9808.0,0.592,1.5,-0.005,0.036
PJT,4,2018,5.2,0.9,0.169,0.089,1577,9467.0,0.558,1.3,0.092,0.035
PJT,3,2018,5.8,0.9,0.159,0.077,1444,9150.0,0.506,1.0,-0.127,0.039
PJT,2,2018,5.1,1.0,0.192,0.088,1654,8807.0,0.495,1.0,0.154,-0.073
PJT,1,2018,5.7,0.9,0.176,0.077,1433,9505.0,0.526,1.1,-0.022,0.038
PJT,4,2017,5.9,0.9,0.188,0.096,1465,9156.0,0.5,1.0,-0.057,0.021
PJT,3,2017,5.4,0.9,0.201,0.095,1554,8972.0,0.459,0.8,0.11,0.066
PJT,2,2017,5.4,0.9,0.192,0.086,1399,8419.0,0.426,0.7,-0.036,0.24
PJT,1,2017,4.4,0.9,0.229,0.091,1452,6788.0,0.353,0.5,0.051,0.059
PJT,4,2016,5.0,1.1,0.23,0.112,1382,6407.0,0.529,1.1,0.118,-0.013
PJT,3,2016,5.3,1.0,0.2,0.092,1236,6491.0,0.489,1.0,0.146,0.049
PJT,2,2016,5.0,0.9,0.183,0.083,1079,6187.0,0.481,0.9,0.179,0.046
PJT,1,2016,5.8,0.9,0.157,0.071,915,5917.0,0.466,0.9,0.133,0.055
PJT,4,2015,6.0,0.9,0.145,0.065,807,5606.0,0.448,0.8,-0.088,-0.042
PJT,3,2015,4.6,0.7,0.156,0.067,885,5854.0,0.434,0.8,0.092,0.043
PJT,2,2015,4.7,0.7,0.148,0.068,810,5613.0,0.424,0.7,0.094,-0.021
PJT,1,2015,4.9,0.6,0.135,0.063,741,5734.0,0.442,0.8,0.116,0.037
PJT,4,2014,,,0.125,0.059,664,5531.0,0.445,0.8,0.144,0.003
PJT,3,2014,,,0.111,0.049,580,5514.0,0.423,0.7,0.034,0.031
PJT,2,2014,,,0.11,0.053,561,5348.0,0.51,1.0,0.346,0.02
PJT,1,2014,,,0.082,0.049,417,5244.0,0.502,1.0,-0.145,0.025
PJT,4,2013,,,0.099,0.06,487,5118.0,0.504,1.0,-0.101,0.024
PJT,3,2013,,,0.114,0.065,542,4996.0,0.477,0.9,-0.027,0.03
PJT,2,2013,,,0.121,0.066,558,4849.0,0.454,0.8,-0.166,-0.015
PJT,1,2013,,,0.142,0.106,668,4923.0,0.754,3.1,0.002,0.042
PMC,4,2020,6.7,1.4,0.214,0.184,7995,39021.0,0.849,5.6,-0.008,0.015
