organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,status,code,message,traceId
PECO,PEQ,UpcomIndex,573,DN,CT,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex,UPCOM,Thiết bị xăng dầu Petrolimex,316,573,Dầu khí,Oil & Gas,2012,170,177,0,http://www.peco.com.vn,3.5,0.02,0.02,0.188,5,5,CT,,,,
PEN,PEN,HNXIndex,2357,DN,CT,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex,HNX,Xây lắp III Petrolimex,181,2357,Xây dựng và Vật liệu,Construction & Materials,2002,306,0,0,http://www.penjico.petrolimex.com.vn,3.5,0.08,0.513,0.215,5,5,CT,,,,
PET,PET,VNINDEX,5379,DN,CT,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,PETROSETCO,HOSE,PETROSETCO,253,5379,Bán lẻ,Retail,2005,2739,6272,0.015,http://www.petrosetco.com.vn,3.4,0.046,-0.009,-0.163,98.8,99.4,CT,,,,
PETEC,PCF,UpcomIndex,3537,DN,CT,Công ty Cổ phần Cà phê PETEC,Cà phê PETEC,UPCOM,Cà phê PETEC,216,3537,Thực phẩm và đồ uống,Food & Beverage,2006,28,448,0.006,http://www.petecof.vn,3.9,-0.035,0.082,-0.406,3,3,CT,,,,
PETECC,PEG,UpcomIndex,7573,DN,CT,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC),UPCOM,TM Kỹ thuật và Đầu tư (PETEC),275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,464,782,0,http://www.petec.com.vn,3.5,-0.004,0.19,0.297,248.9,231.9,CT,,,,
PETECHIM,PTV,UpcomIndex,573,DN,CT,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí,UPCOM,Thương mại dầu khí,316,573,Dầu khí,Oil & Gas,2008,152,3691,0.002,http://www.petechim.com.vn,3.6,-0.026,0.129,-0.331,20,20,CT,,,,
PETRO,PLX,VNINDEX,533,DN,CT,Tập đoàn Xăng dầu Việt Nam,Petrolimex,HOSE,Petrolimex,144,533,Dầu khí,Oil & Gas,1995,25801,15165,0.179,https://www.petrolimex.com.vn,3.5,0,-0.013,0.091,1270.6,1293.9,CT,,,,
PFL,PFL,UpcomIndex,2357,DN,CT,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô,UPCOM,Dầu khí Đông Đô,181,2357,Xây dựng và Vật liệu,Construction & Materials,2007,32,1646,0.002,http://daukhidongdo.vn,3.5,0.203,0.322,-0.298,50,50,CT,,,,
PGB,PGB,UpcomIndex,8355,DN,NH,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,PG Bank,UPCOM,PG Bank,289,8355,Ngân hàng,Banks,1993,1442,10591,0.001,http://www.pgbank.com.vn,3.4,-0.089,-0.149,0.375,300,300,NH,,,,
PGC,PGC,VNINDEX,7573,DN,CT,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Gas Petrolimex,HOSE,Gas Petrolimex,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,1058,0,0.049,http://www.pgas.petrolimex.com.vn,3.5,-0.023,-0.031,-0.048,60.3,60.3,CT,,,,
PGD,PGD,VNINDEX,7573,DN,CT,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,PV GAS D,HOSE,PV GAS D,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,267,1638,0.466,http://www.pvgasd.com.vn,3.9,0.004,0.047,0.449,90,90,CT,,,,
PGI,PGI,VNINDEX,8536,DN,BH,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm PJICO,HOSE,Bảo hiểm PJICO,292,8536,Bảo hiểm,Insurance,1995,1497,0,0.206,http://www.pjico.com.vn,3.6,0.003,-0.023,0.207,110.9,110.9,BH,,,,
PGN,PGN,HNXIndex,1353,DN,CT,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa,HNX,Phụ Gia Nhựa,150,1353,Hóa chất,Chemicals,2007,41,607,0.076,https://pgn.com.vn/,4.3,0.031,0.036,-0.152,8.5,8.5,CT,,,,
PGS,PGS,HNXIndex,7573,DN,CT,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam,HNX,Khí Miền Nam,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006,1209,443,0.013,http://www.southerngas.com.vn,3.7,-0.019,-0.001,0.285,50,50,CT,,,,
PGT,PGT,HNXIndex,5759,DN,CT,Công ty Cổ phần PGT Holdings,PGT Holdings,HNX,PGT Holdings,262,5759,Du lịch và Giải trí,Travel & Leisure,2007,29,0,0.49,http://www.pgt-holdings.com,3.7,0.096,0.113,-0.351,9.2,9.2,CT,,,,
PHALE,PLP,VNINDEX,1353,DN,CT,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,SX và CN Nhựa Pha Lê,HOSE,SX và CN Nhựa Pha Lê,150,1353,Hóa chất,Chemicals,2008,237,358,0.005,http://www.phaleminerals.com.vn,3.5,0.053,0.105,-0.372,70,70,CT,,,,
PHARBACO,PBC,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược Phẩm TW 1- Pharbaco,UPCOM,Dược Phẩm TW 1- Pharbaco,238,4577,Y tế,Health Care,1993,586,738,0,http://www.pharbaco.com.vn,3.3,-0.004,-0.106,-0.03,113.3,113.3,CT,,,,
PHC,PHC,VNINDEX,2357,DN,CT,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Phuc Hung Holdings,HOSE,Phuc Hung Holdings,181,2357,Xây dựng và Vật liệu,Construction & Materials,2001,483,6867,0.011,http://www.phuchung.com.vn,3.4,0.025,0.027,-0.163,50.7,50.6,CT,,,,
PHH,PHH,UpcomIndex,2357,DN,CT,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam,UPCOM,Hồng Hà Việt Nam,181,2357,Xây dựng và Vật liệu,Construction & Materials,1993,23,0,0.004,http://honghavietnam.vn,3.6,-0.004,-0.025,-0.447,18.1,20,CT,,,,
PHP,PHP,UpcomIndex,2777,DN,CT,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng,UPCOM,Cảng Hải Phòng,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,3394,3185,0.003,http://www.haiphongport.com.vn,3.9,0.001,0.155,0.194,327,327,CT,,,,
PHR,PHR,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Phước Hòa,Cao su Phước Hòa,HOSE,Cao su Phước Hòa,150,1353,Hóa chất,Chemicals,2008,3126,2495,0.154,http://www.phr.vn,4.1,0.057,0.091,-0.041,135.5,135.5,CT,,,,
PHS,PHS,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng,UPCOM,Chứng khoán Phú Hưng,300,8777,Dịch vụ tài chính,Financial Services,2006,356,390,0.831,https://www.phs.vn,3.7,-0.04,-0.061,-0.178,150,150,CK,,,,
PIACOM,PIA,HNXIndex,6535,DN,CT,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex,HNX,Tin học Viễn thông Petrolimex,267,6535,Viễn thông,Telecommunications,2003,121,225,0.123,http://www.piacom.com.vn,4.2,-0.047,-0.078,-0.005,3.9,3.9,CT,,,,
PIC,PIC,HNXIndex,7535,DN,CT,Công ty Cổ phần Đầu tư Điện lực 3,Đầu tư Điện lực 3,HNX,Đầu tư Điện lực 3,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008,57,5290,0,https://pc3invest.cpc.vn,4,0.084,0.102,0.656,33.3,33.3,CT,,,,
PID,PID,UpcomIndex,2357,DN,CT,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí,UPCOM,Trang trí nội thất Dầu khí,181,2357,Xây dựng và Vật liệu,Construction & Materials,2009,42,0,0,http://www.pvcid.vn,3.1,-0.151,-0.477,0.164,4,4,CT,,,,
PISIC,PIS,UpcomIndex,1733,DN,CT,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định,UPCOM,Pisico Bình Định,155,1733,Tài nguyên Cơ bản,Basic Resources,2015,452,302,0,http://www.pisico.vn,3.5,-0.145,-0.508,0.298,27.5,27.5,CT,,,,
PIST,EIN,UpcomIndex,5753,DN,CT,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Đầu tư - TM - DV Điện lực,UPCOM,Đầu tư - TM - DV Điện lực,259,5753,Du lịch và Giải trí,Travel & Leisure,2007,100,0,0,http://www.ecinvest.vn,3.7,0.144,0.123,-0.4,45.4,45.4,CT,,,,
PIT,PIT,VNINDEX,5373,DN,CT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX,HOSE,XNK PETROLIMEX,250,5373,Bán lẻ,Retail,2004,215,2486,0.008,http://www.pitco.com.vn,3.2,-0.012,0.026,-0.262,14.2,15.2,CT,,,,
PIV,PIV,UpcomIndex,8637,DN,CT,Công ty Cổ phần PIV,PIV JSC,UPCOM,PIV JSC,339,8637,Bất động sản,Real Estate,2008,16,490,0.017,http://www.piv.vn,3.4,0.101,0.288,0.269,17.3,17.3,CT,,,,
PJC,PJC,HNXIndex,7573,DN,CT,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN,HNX,TM và Vận tải Petrolimex HN,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1999,483,801,0.005,http://www.petajicohanoi.com.vn,3.9,-0.022,-0.084,0.027,7.3,7.3,CT,,,,
PJS,PJS,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân,UPCOM,Cấp nước Phú Hòa Tân,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,232,261,0.069,http://www.phuwaco.com.vn,3.7,0.493,0.759,0.472,9,9,CT,,,,
PJT,PJT,VNINDEX,2773,DN,CT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX,HOSE,Vận tải thủy PETROLIMEX,191,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,287,3139,0.011,https://pjtaco.petrolimex.com.vn,3.9,-0.009,0.001,0.114,23,23,CT,,,,
PLAND,PLA,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),UPCOM,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),336,8633,Bất động sản,Real Estate,2005,47,0,0,http://www.pland.petrolimex.com.vn,3.4,-0.029,-0.118,-0.197,10,10,CT,,,,
PLC,PLC,HNXIndex,1357,DN,CT,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa dầu Petrolimex,HNX,Hóa dầu Petrolimex,151,1357,Hóa chất,Chemicals,2004,760,5037,0.011,http://www.plc.com.vn,3.4,0.018,0.157,0.402,80.8,80.8,CT,,,,
PLCO,PLO,UpcomIndex,2777,DN,CT,Công ty Cổ phần Kho vận Petec,Kho vận Petec,UPCOM,Kho vận Petec,193,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0,0,http://www.peteclogistics.com.vn,3.4,-0.004,-0.06,-0.161,7.2,7.2,CT,,,,
PLE,PLE,UpcomIndex,2357,DN,CT,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex,UPCOM,Tư vấn Xây dựng Petrolimex,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,,0,0,http://www.pec.petrolimex.com.vn,3.2,-0.004,-0.025,0.164,1.2,1.2,CT,,,,
PMC,PMC,HNXIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic,HNX,Pharmedic,238,4577,Y tế,Health Care,1997,526,1740,0.035,http://www.pharmedic.com.vn,4,-0.004,0.007,0.265,9.3,9.3,CT,,,,
PMGAS,PMG,VNINDEX,7573,DN,CT,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,ĐT và SX Petro Miền Trung,HOSE,ĐT và SX Petro Miền Trung,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,28,578,0.252,http://www.petrocenter.com.vn,3.1,0.005,-0.077,-0.114,46.3,46.3,CT,,,,
PMJ,PMJ,UpcomIndex,9578,DN,CT,Công ty cổ phần Vật tư Bưu điện,Vật tư Bưu điện,UPCOM,Vật tư Bưu điện,314,9578,Công nghệ Thông tin,Technology,2015,41,234,0,http://www.potmasco.com.vn,3.3,-0.013,0.135,0.197,1.8,1.8,CT,,,,
PMPACK,PMP,HNXIndex,2723,DN,CT,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ,HNX,Bao bì Đạm Phú Mỹ,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,421,139,0.008,http://www.dpmp.vn,3.5,-0.066,-0.025,-0.02,4.2,4.2,CT,,,,
PMS,PMS,HNXIndex,2757,DN,CT,Công ty Cổ phần Cơ khí Xăng dầu,Cơ khí xăng dầu,HNX,Cơ khí xăng dầu,189,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,202,0,0.055,http://www.pms.com.vn,4,-0.035,0.013,0.168,7.2,7.2,CT,,,,
PMT,PMT,UpcomIndex,9578,DN,CT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam,UPCOM,Telvina Việt Nam,314,9578,Công nghệ Thông tin,Technology,1970,167,0,0.001,http://www.telvina.vn,3.7,-0.08,-0.025,-0.025,4.9,5,CT,,,,
PMWC,PMW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ,UPCOM,Cấp Nước Phú Mỹ,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2013,59,334,0,http://www.pmw.vn,3.7,-0.004,-0.143,0.042,50,47,CT,,,,
PNC,PNC,VNINDEX,5557,DN,CT,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam,HOSE,Văn hóa Phương Nam,256,5557,Truyền thông,Media,1999,779,0,0.008,http://www.pnc.com.vn,3.8,0.066,0.056,0.183,10.8,11,CT,,,,
PNCO,PNG,UpcomIndex,5373,DN,CT,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận,UPCOM,Thương Mại Phú Nhuận,250,5373,Bán lẻ,Retail,2003,99,0,0,http://www.pnco.vn,3.6,-0.004,-0.025,0.541,9,9,CT,,,,
PND,PND,UpcomIndex,7573,DN,CT,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định,UPCOM,Xăng dầu Dầu khí Nam Định,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,199,0,0,http://www.pvoilnamdinh.com.vn,3.7,-0.004,0.004,-0.616,6.7,6.7,CT,,,,
PNJ,PNJ,VNINDEX,3767,DN,CT,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận,HOSE,Vàng Phú Nhuận,228,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6018,9023,0.49,http://www.pnj.com.vn,4,-0.014,-0.097,-0.042,328,328.2,CT,,,,
PNP,PNP,UpcomIndex,2773,DN,CT,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu,UPCOM,Tân Cảng - Phú Hữu,191,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,155,265,0,http://www.phuhuuport.com,4.2,-0.004,-0.025,-0.046,16.1,16.1,CT,,,,
PNTECHCONS,PNT,UpcomIndex,2357,DN,CT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận,UPCOM,Kỹ thuật XD Phú Nhuận,181,2357,Xây dựng và Vật liệu,Construction & Materials,2005,43,209,0.001,http://www.pntc.com.vn,3.5,-0.004,-0.025,0.164,9.3,9.3,CT,,,,
POB,POB,UpcomIndex,7573,DN,CT,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,PVOIL Thái Bình,UPCOM,PVOIL Thái Bình,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,125,0,0,http://www.pvoilthaibinh.com,3.4,-0.004,-0.025,1.335,10.9,10.9,CT,,,,
POM,POM,VNINDEX,1757,DN,CT,Công ty Cổ phần Thép Pomina,Thép Pomina,HOSE,Thép Pomina,159,1757,Tài nguyên Cơ bản,Basic Resources,1999,2396,7279,0.077,http://www.pomina-steel.com,3.5,0.04,0.044,-0.304,278.5,279.7,CT,,,,
POT,POT,HNXIndex,9572,DN,CT,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef,HNX,Thiết bị Bưu điện Postef,311,9572,Công nghệ Thông tin,Technology,2004,358,2292,0.001,http://postef.com.vn,3.4,0.162,0.164,-0.325,19.4,19.4,CT,,,,
POV,POV,UpcomIndex,7573,DN,CT,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng,UPCOM,PV Oil Vũng Áng,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,177,0,0,http://www.pvoilvungang.com,4,-0.004,-0.013,-0.018,12.5,12.5,CT,,,,
POWACO,DNA,UpcomIndex,7577,DN,CT,Công ty Cổ phần Điện nước An Giang,Điện nước An Giang,UPCOM,Điện nước An Giang,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,1412,595,0,http://www.diennuocag.com.vn,3.8,-0.004,-0.025,-0.046,56.3,56.3,CT,,,,
PPC,PPC,VNINDEX,7535,DN,CT,Công ty Cổ phần Nhiệt điện Phả Lại,Nhiệt điện Phả Lại,HOSE,Nhiệt điện Phả Lại,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2006,751,9124,0.13,http://ppc.evn.vn,3.6,-0.02,-0.025,0.039,320.6,326.2,CT,,,,
PPE,PPE,HNXIndex,2791,DN,CT,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PVPower Engineering,HNX,PVPower Engineering,195,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,8,109,0.003,http://www.pvpe.vn,3.8,0.034,-0.06,-0.262,2,2,CT,,,,
PPHC,PPH,UpcomIndex,3763,DN,CT,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.,UPCOM,Phong Phú Corp.,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,1847,2143,0,http://www.phongphucorp.com,3.8,0,-0.008,-0.043,74.7,74.7,CT,,,,
PPI,PPI,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương,UPCOM,BĐS Thái Bình Dương,336,8633,Bất động sản,Real Estate,2004,29,2255,0.002,http://www.ppigroup.com.vn,3.7,-0.004,-0.025,-0.542,48.3,48.3,CT,,,,
PPP,PPP,HNXIndex,4577,DN,CT,Công ty Cổ phần Dược phẩm Phong Phú,PP.Pharco,HNX,PP.Pharco,238,4577,Y tế,Health Care,2000,232,0,0.039,https://duocphongphu.com.vn/,4.4,-0.011,-0.002,0.233,8.8,8.8,CT,,,,
PPS,PPS,HNXIndex,2791,DN,CT,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,DVKT Điện lực Dầu khí,HNX,DVKT Điện lực Dầu khí,195,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,470,242,0.287,http://www.pvps.vn,4,0.012,0.103,0.196,15,15,CT,,,,
PRC,PRC,HNXIndex,2779,DN,CT,Công ty Cổ phần Logistics Portserco,Vận tải Portserco,HNX,Vận tải Portserco,194,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993,56,125,0.009,http://www.portserco.com,4,0.001,-0.104,0.429,1.2,1.2,CT,,,,
PRO,PRO,UpcomIndex,3577,DN,CT,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam,UPCOM,Procimex Việt Nam,218,3577,Thực phẩm và đồ uống,Food & Beverage,2008,253,0,0,http://www.procimex.com.vn,3.7,0.02,0.025,0.284,3,3,CT,,,,
PSB,PSB,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai Bến Đình,UPCOM,Sao Mai Bến Đình,181,2357,Xây dựng và Vật liệu,Construction & Materials,2007,80,0,0,http://www.pvsb.com.vn,3.9,-0.004,-0.042,-0.115,50,50,CT,,,,
PSC,PSC,HNXIndex,2779,DN,CT,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG,HNX,Vận tải Petrolimex SG,194,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,33,15,0.003,http://www.ptssaigon.petrolimex.com.vn,3.9,-0.02,0.053,0.224,7.2,7.2,CT,,,,
PSC1,BT1,UpcomIndex,1357,DN,CT,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Bảo vệ thực vật 1 TW,UPCOM,Bảo vệ thực vật 1 TW,151,1357,Hóa chất,Chemicals,2006,275,274,0,https://psc1.com/,3.2,-0.004,0.063,0.053,5.3,5.3,CT,,,,
PSD,PSD,HNXIndex,5379,DN,CT,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối Tổng hợp Dầu khí,HNX,Phân phối Tổng hợp Dầu khí,253,5379,Bán lẻ,Retail,2007,313,1045,0.01,http://www.psd.com.vn,3.7,0.003,-0.01,-0.21,39.9,39.9,CT,,,,
PSE,PSE,HNXIndex,1357,DN,CT,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Phân bón và hóa chất dầu khí Đông Nam Bộ,HNX,Phân bón và hóa chất dầu khí Đông Nam Bộ,151,1357,Hóa chất,Chemicals,2008,65,761,0.003,http://www.pse.vn/vi,4.3,0.055,0.034,-0.122,12.5,12.5,CT,,,,
PSG,PSG,UpcomIndex,2357,DN,CT,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,XL Dầu khí Sài Gòn,UPCOM,XL Dầu khí Sài Gòn,181,2357,Xây dựng và Vật liệu,Construction & Materials,2009,425,0,0.001,http://www.pvcsg.com.vn,3.9,0.139,0.575,-0.586,35,35,CT,,,,
PSI,PSI,HNXIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Dầu khí,Chứng khoán Dầu khí,HNX,Chứng khoán Dầu khí,300,8777,Dịch vụ tài chính,Financial Services,2006,137,0,0.152,http://www.psi.vn,3.8,0.064,0.09,-0.048,59.8,59.8,CK,,,,
PSL,PSL,UpcomIndex,3573,DN,CT,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn,UPCOM,Chăn nuôi Phú Sơn,217,3573,Thực phẩm và đồ uống,Food & Beverage,1976,57,0,0.001,http://www.channuoiphuson.com.vn,3.5,-0.035,-0.125,-0.108,11.8,11.8,CT,,,,
PSP,PSP,UpcomIndex,2779,DN,CT,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ,UPCOM,DV Dầu Khí Đình Vũ,194,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,249,0,0,http://www.ptscdinhvu.com.vn,3.5,-0.004,0.09,-0.245,40,40,CT,,,,
PTB,PTB,VNINDEX,1733,DN,CT,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài,HOSE,Công ty Cổ phần Phú Tài,155,1733,Tài nguyên Cơ bản,Basic Resources,2004,5044,2448,0.137,http://www.phutai.com.vn,3.9,0.011,0.046,-0.227,68,68,CT,,,,
PTBD,GCB,UpcomIndex,7573,DN,CT,Công ty Cổ phần PETEC Bình Định,PETEC Bình Định,UPCOM,PETEC Bình Định,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2001,76,228,0,http://petecbidico.com.vn/,3.5,-0.004,-0.171,0.022,4,4,CT,,,,
PTC,PTC,VNINDEX,2357,DN,CT,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL,HOSE,Đầu tư ICAPITAL,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,26,884,0.012,http://www.ptic.vn,3.8,0.035,0.228,-0.405,32.2,32.3,CT,,,,
PTCM,PTE,UpcomIndex,2353,DN,CT,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ,UPCOM,Xi măng Phú Thọ,180,2353,Xây dựng và Vật liệu,Construction & Materials,2013,,0,0,http://www.ximangphutho.com.vn,3.3,-0.145,-0.165,1.364,12.1,12.5,CT,,,,
PTCO,PTO,UpcomIndex,2357,DN,CT,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện,UPCOM,Xây dựng Công trình Bưu điện,181,2357,Xây dựng và Vật liệu,Construction & Materials,2006,80,232,0,http://www.ptco.com.vn,3.3,-0.004,-0.008,0.093,1.2,1.2,CT,,,,
PTCOIN,KSF,HNXIndex,8633,DN,CT,Công ty cổ phần Tập đoàn KSFinance,Tập đoàn KSFinance,HNX,Tập đoàn KSFinance,336,8633,Bất động sản,Real Estate,2015,233,421,0,https://ksf.vn,3.5,-0.014,-0.035,-0.373,300,300,CT,,,,
PTD,PTD,HNXIndex,2357,DN,CT,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Thiết kế-XD-TM Phúc Thịnh,HNX,Thiết kế-XD-TM Phúc Thịnh,181,2357,Xây dựng và Vật liệu,Construction & Materials,2001,95,162,0.185,http://www.phucthinh.com.vn,3.3,-0.004,-0.069,0.138,3.2,3.2,CT,,,,
PTG,PTG,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết,UPCOM,May Phan Thiết,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1994,2300,252,0,http://www.phanthietgarment.com.vn,4.1,-0.004,-0.025,0.664,5,5,CT,,,,
PTH,PTH,UpcomIndex,7573,DN,CT,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây,UPCOM,Vận tải và DV Petrolimex Hà Tây,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2000,236,189,0,http://www.ptshatay.petrolimex.com.vn,3.8,-0.004,-0.2,0.062,3.5,3.5,CT,,,,
PTI,PTI,HNXIndex,8536,OTHER,BH,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện,HNX,Bảo hiểm Bưu điện,292,8536,Bảo hiểm,Insurance,1998,2539,9896,0.382,https://www.pti.com.vn,3.6,0.024,0.065,-0.32,80.4,80.4,BH,,,,
PTL,PTL,VNINDEX,8633,DN,CT,Công ty Cổ phần Victory Capital,Victory Capital,HOSE,Victory Capital,336,8633,Bất động sản,Real Estate,2006,44,2188,0.001,http://victorycapital.com.vn/,3.7,0.052,0.075,-0.21,98.9,100,CT,,,,
